user_id,username,gender,age,user_type,education,registration_date,preferences,detailed_preferences,avg_rating,rating_variance,activity_level,email,phone,address
32,姚林,男,33,普通读者,本科,2021-09-03,"经管,生活,文学","经管-创业,经管-投资,经管-商业,生活-园艺,生活-烹饪,文学-戏剧,文学-现代文学",3.593063848714077,0.6283706107380559,高,lili@example.com,14595307294,香港特别行政区澳门市龙潭冯路A座 661399
33,陈秀英,女,58,研究人员,硕士,2022-11-06,"经管,人文社科","经管-管理,经管-创业,人文社科-心理学,人文社科-哲学,人文社科-社会学",3.1040822139105657,0.617390262756063,高,jinfang@example.org,13620044985,广西壮族自治区马鞍山市朝阳刘路l座 877627
34,贺红霞,男,24,普通读者,本科,2020-04-02,艺术,"艺术-绘画,艺术-建筑,艺术-设计",3.7408589426615535,0.8432161754551171,高,linxiulan@example.org,15822567445,广东省冬梅市平山柳州街u座 323448
35,杨林,男,43,学生,硕士,2023-04-09,"艺术,经管","艺术-绘画,艺术-设计,艺术-摄影,经管-商业",2.3667180120467126,0.48052308666973553,中,wei13@example.net,15629213501,澳门特别行政区银川县花溪台北街j座 967664
36,罗宁,男,2,教师,初中,2023-12-23,生活,生活-烹饪,3.041005781370913,0.5257173796561009,高,hanli@example.net,13874309026,重庆市兴城市高港吴街l座 648339
37,颜想,男,26,普通读者,本科,2020-06-19,"文学,生活,科学技术","文学-散文,文学-古典文学,文学-戏剧,生活-旅行,科学技术",3.7016028407182433,0.9751562002574863,中,jmao@example.com,13099581791,河北省辽阳县龙潭吴路B座 142614
38,薛畅,女,63,学生,高中,2022-08-19,"文学,生活","文学,生活",3.4182057134583363,0.41466251261753906,高,yang81@example.org,15397819112,江苏省南京县城北兰州街P座 257493
39,胡超,男,11,教师,小学,2021-06-06,"艺术,科学技术","艺术-建筑,科学技术",3.520603669042985,0.7356931578370157,中,chaoli@example.net,13308741857,湖南省宇县花溪初路a座 629646
40,许凯,男,21,研究人员,大专,2021-03-27,"文学,小说,人文社科","文学-外国文学,文学-现代文学,小说,人文社科",3.3569183208520825,0.8518579132308983,中,na86@example.net,14534006023,内蒙古自治区广州市永川兴城路e座 311354
41,刘红,女,39,学生,本科,2021-06-18,"科学技术,艺术,小说","科学技术-医学,科学技术-地理,科学技术-计算机,艺术-电影,小说-恐怖,小说-奇幻,小说-悬疑推理",4.607503439333839,0.3144916753789034,低,wei51@example.net,15271582968,江苏省林市牧野太原街y座 604956
42,刘淑英,女,36,学生,本科,2020-07-28,科学技术,"科学技术-天文,科学技术-数学,科学技术-化学",3.248308838474072,0.9008765322319123,很高,fanglin@example.org,18196160630,河南省凤英县梁平六安街N座 964611
43,王楠,男,61,普通读者,本科,2023-04-18,"经管,生活","经管-管理,经管-投资,生活-育儿,生活-烹饪,生活-旅行",3.4851357351435808,0.8990333606522496,低,xiuyingmeng@example.org,15198439787,香港特别行政区西宁市萧山张街D座 352689
44,曾想,男,29,研究人员,硕士,2022-05-05,"文学,小说","文学-诗歌,文学-外国文学,文学-戏剧,小说",2.774378643588625,0.4779975461188942,中,jing85@example.org,18520801781,西藏自治区娜县门头沟母路i座 635169
45,王桂英,女,2,普通读者,初中,2022-12-23,"文学,小说,经管","文学-诗歌,小说-科幻,经管-管理,经管-创业",3.8991376344781328,0.551101591774414,高,yan45@example.com,15819691281,台湾省潮州县徐汇赵路y座 287812
46,孙慧,女,38,学生,本科,2021-05-07,"小说,科学技术,人文社科","小说-科幻,小说-恐怖,小说-悬疑推理,科学技术-医学,科学技术-生物,人文社科",3.5993391053955532,0.9256400138837749,高,zhengxiuying@example.com,15300201834,台湾省天津市沈北新太原路j座 985078
47,郑帆,男,37,普通读者,初中,2022-01-13,"经管,艺术","经管-金融,经管-市场营销,艺术-绘画,艺术-电影",3.3753755910971583,0.5964578399940047,高,huangli@example.com,15994748055,澳门特别行政区张家港县牧野邱路W座 789543
48,冯磊,男,29,普通读者,大专,2021-12-04,"小说,文学,艺术","小说,文学-现代文学,艺术-设计",4.82060719127742,0.40637932593351256,低,ipeng@example.org,14599611284,吉林省济南县沙湾乌鲁木齐街p座 707391
49,蒋凤英,女,61,研究人员,博士,2022-08-18,艺术,艺术,3.084836822432973,0.5016292091644228,高,taozhong@example.org,13933624568,贵州省雪县海陵董路q座 517328
50,杨娜,女,44,普通读者,初中,2022-07-26,人文社科,人文社科-法律,3.687761472853742,0.6671619376790782,中,ubai@example.com,15369763328,内蒙古自治区刚县沙市王街h座 962824
51,徐婷婷,女,15,学生,初中,2021-01-03,生活,"生活-园艺,生活-育儿,生活-烹饪",3.2848106529481753,0.6666691125245876,高,jieshen@example.net,13389714018,甘肃省刚市沙湾崔路O座 191513
52,高玉,女,3,学生,初中,2021-08-11,"小说,人文社科","小说-科幻,小说-恐怖,小说-奇幻,人文社科",3.4499838910406786,0.6139054529803699,很高,mhou@example.org,15343675480,江苏省福州市闵行潮州路M座 351912
53,陈洁,女,28,普通读者,高中,2021-08-19,"小说,文学,艺术","小说-青春,小说-奇幻,小说-历史,文学,艺术",4.973760938159446,0.4680489543907992,中,yan69@example.net,18653326301,山东省合肥市清浦张路d座 788683
54,黄琴,女,42,普通读者,大专,2023-07-23,经管,经管,3.883590560470021,0.6937615406363129,中,min49@example.org,15195167958,浙江省秀英市清城罗路C座 959178
55,支辉,男,22,普通读者,高中,2023-11-03,艺术,艺术,4.842675296866075,0.4330641154979,高,ddong@example.com,15058248934,江西省成都市新城张街I座 997543
56,何琳,女,19,普通读者,本科,2020-10-12,"艺术,生活","艺术,生活",3.612267313591639,0.5340903363446994,低,chao16@example.net,13342742101,吉林省凯市上街六安路C座 156546
57,黄欣,女,7,普通读者,小学,2020-08-29,"艺术,经管,生活","艺术-设计,艺术-建筑,经管-商业,经管-投资,经管-市场营销,生活-烹饪",4.305642735775729,0.28902533617367987,高,qiangfan@example.org,18236627304,天津市小红县永川孙路V座 367239
58,刘建国,男,23,研究人员,本科,2021-09-21,"小说,文学,艺术","小说,文学-古典文学,文学-现代文学,艺术-绘画,艺术-音乐,艺术-电影",3.3897009207103777,0.7984826779775007,很高,haolei@example.com,15883700018,新疆维吾尔自治区秀芳市梁平南昌路e座 685809
59,宋娜,女,23,普通读者,本科,2022-12-23,"科学技术,文学,人文社科","科学技术-医学,科学技术-计算机,科学技术-地理,文学-古典文学,人文社科-法律,人文社科-教育",3.0997652828312194,0.9543627755804747,低,oliang@example.com,14598365521,贵州省秀华县双滦武街f座 641804
60,王秀华,女,24,学生,高中,2022-01-30,科学技术,科学技术-医学,3.720348265342332,0.7372393286657735,很高,huanglei@example.org,15720299454,陕西省建华县西峰澳门街v座 675716
61,张桂兰,女,31,学生,小学,2022-04-16,经管,经管-市场营销,3.4628338136674333,0.8851522807817425,很高,mingchang@example.org,13742946335,四川省云县沙湾杭州路u座 223844
62,杜博,男,21,学生,大专,2022-05-15,"科学技术,经管,艺术","科学技术-物理,科学技术-化学,经管-投资,艺术-绘画,艺术-音乐,艺术-设计",3.9788975282893344,0.8107412056748955,很高,wei73@example.net,15136375381,台湾省金凤县沈北新贵阳路x座 961069
63,潘萍,女,29,专业人士,大专,2021-03-30,经管,经管,4.5604300329505545,0.318124276648195,低,houfang@example.net,15964677903,新疆维吾尔自治区丽市吉区周街Y座 812424
64,何桂荣,女,35,专业人士,硕士,2021-01-18,"小说,生活","小说-科幻,小说-历史,生活-烹饪,生活-园艺",4.751533708372309,0.31362272477242115,高,ssong@example.org,18255547831,湖北省贵阳市南溪南昌路u座 529068
65,贾志强,男,47,学生,大专,2024-03-03,"小说,经管,科学技术","小说-爱情,小说-科幻,经管-投资,科学技术-天文,科学技术-地理",3.8066218988331344,0.5452603595254155,高,zwen@example.org,18565492526,安徽省柳州市淄川田街P座 486165
66,王龙,男,21,学生,高中,2022-07-05,人文社科,人文社科,3.109376885236395,0.6264959941578409,中,jun03@example.org,13816384182,山西省佳市华龙张路g座 636421
67,宋楠,男,16,学生,初中,2023-02-10,人文社科,"人文社科-心理学,人文社科-哲学,人文社科-历史",3.9377372351046906,0.838004409679286,高,taotan@example.net,14583927065,四川省齐齐哈尔市新城贾路Q座 824675
68,杜红梅,女,18,学生,高中,2023-10-13,"人文社科,科学技术","人文社科-教育,人文社科-法律,人文社科-经济,科学技术",4.610006420807888,0.20906877025449275,高,yang81@example.org,18814268093,湖北省沈阳县静安刘街u座 952576
69,周春梅,女,24,普通读者,大专,2022-02-09,"文学,生活,艺术","文学-古典文学,文学-戏剧,文学-现代文学,生活-烹饪,生活-旅行,生活-健康,艺术-电影,艺术-音乐,艺术-摄影",2.6405558378279803,0.3308187523635193,高,xiulan64@example.net,18595698846,河北省昆明市静安郑州路J座 380141
70,林飞,男,2,学生,初中,2020-06-29,经管,"经管-市场营销,经管-商业",3.9526653540026593,0.9340843713820266,高,fang09@example.com,15953472466,海南省乌鲁木齐市萧山张路W座 683415
71,武龙,男,16,学生,初中,2023-01-27,"经管,科学技术,生活","经管,科学技术-数学,生活",3.5403852917661176,0.6188077139304275,高,ldeng@example.net,15770344354,陕西省福州县房山谭街s座 688337
72,韩晶,女,40,学生,本科,2023-11-26,经管,"经管-金融,经管-管理,经管-创业",3.7697453265209595,0.8897724353780977,高,laigang@example.net,13441690098,重庆市拉萨市大兴李路l座 751306
73,徐鹏,男,19,学生,高中,2021-09-09,"文学,人文社科","文学-戏剧,文学-古典文学,文学-现代文学,人文社科",3.9022007491474375,0.7678870566856135,高,mzheng@example.net,18908151593,海南省红县清河南京路Z座 350344
74,田东,男,30,学生,大专,2021-07-03,"艺术,经管,人文社科","艺术-绘画,艺术-设计,经管-创业,人文社科-法律,人文社科-政治",3.1590600573466503,0.7080263964517578,中,yonghou@example.org,18870064062,澳门特别行政区军县大兴丁路n座 531025
75,罗平,男,51,学生,硕士,2022-02-25,"科学技术,经管,艺术","科学技术-地理,科学技术-数学,科学技术-天文,经管-创业,经管-商业,经管-市场营销,艺术-设计",3.2781609242449035,0.639363984933357,高,yong84@example.org,18720510503,香港特别行政区齐齐哈尔市大兴张路h座 936735
76,陈雪,女,57,专业人士,本科,2023-03-22,"文学,科学技术","文学-散文,文学-外国文学,文学-诗歌,科学技术-地理,科学技术-生物,科学技术-物理",2.128345276287517,0.2580822495527992,中,min64@example.com,13296398496,香港特别行政区辉市平山梧州路L座 363910
77,赵红梅,女,13,学生,小学,2021-03-15,"文学,艺术,科学技术","文学-外国文学,文学-现代文学,艺术,科学技术-医学,科学技术-计算机",3.3121133853282245,0.8262539348356636,高,llei@example.com,13624216378,湖北省兴城县静安万街p座 133670
78,方浩,男,24,学生,大专,2021-04-09,科学技术,"科学技术-天文,科学技术-生物,科学技术-物理",3.006897819491685,0.9485507452988398,很高,wei76@example.org,15749265640,海南省秀荣市蓟州王路E座 430153
79,刘秀芳,女,3,学生,小学,2021-10-01,"文学,艺术,人文社科","文学-散文,文学-古典文学,文学-外国文学,艺术,人文社科-教育,人文社科-社会学,人文社科-哲学",3.151823957873357,0.8314164397423114,中,hanming@example.net,13698155566,安徽省兴城县西峰上海路Q座 884258
80,郭强,男,9,专业人士,初中,2020-11-02,"科学技术,小说,人文社科","科学技术-地理,科学技术-计算机,小说-悬疑推理,小说-奇幻,人文社科-政治,人文社科-哲学",3.161932705262409,0.8927028066601579,低,guiying93@example.net,13222695019,四川省玉梅县东丽香港街Z座 921415
81,蒲坤,男,34,学生,高中,2021-10-19,"生活,艺术","生活,艺术-建筑,艺术-绘画,艺术-电影",3.564046093901005,0.9652926774087578,高,shenyang@example.org,13206040430,海南省艳市怀柔王街b座 779691
82,贾强,男,35,普通读者,硕士,2023-03-16,"人文社科,生活,经管","人文社科-心理学,生活-旅行,生活-家居,经管",3.786297349524923,0.8468340249398507,低,jsong@example.com,15117274616,江西省北京市城北柳州街n座 641036
83,羊杨,男,9,普通读者,初中,2022-12-01,"科学技术,生活,经管","科学技术,生活-育儿,经管-商业,经管-管理",3.390402347820915,0.8509010994083681,中,azhang@example.com,15014344442,广东省海口县朝阳荆门路W座 204402
84,张波,男,20,普通读者,本科,2022-01-14,"文学,人文社科","文学-古典文学,文学-戏剧,人文社科-社会学,人文社科-心理学",3.682212023866782,0.5982541962491797,高,yang74@example.org,18263434292,四川省佛山市双滦王街e座 867772
85,刘勇,男,4,学生,初中,2022-03-26,生活,生活,3.984014603214078,0.6977086719325281,高,pingyang@example.org,18757225562,广东省海口县滨城武汉街Y座 273207
86,吴宇,男,26,学生,本科,2021-12-27,"小说,生活","小说-奇幻,小说-历史,生活-家居,生活-健康,生活-旅行",2.3628209477414384,0.24526006958344826,很高,mingzhang@example.org,13841093600,吉林省勇市浔阳陈路D座 406099
87,区伟,男,48,学生,本科,2022-06-17,生活,生活,2.8259125028492957,0.2904447606035826,很高,xiuyingyin@example.net,14536904139,山西省霞市南溪谢街s座 374086
88,张鑫,男,66,研究人员,硕士,2023-05-06,"艺术,人文社科","艺术-设计,艺术-电影,艺术-绘画,人文社科-心理学,人文社科-社会学,人文社科-历史",3.572340794049464,0.7887023505848889,很高,jingshi@example.com,13476167213,台湾省西宁市兴山郑州路X座 890257
89,李亮,男,29,学生,初中,2024-02-23,小说,小说-悬疑推理,3.020764513625107,0.41365484454757195,高,taodong@example.net,18202810269,河南省阜新市涪城成都路x座 865440
90,殷俊,男,4,研究人员,小学,2021-05-16,生活,"生活-家居,生活-烹饪,生活-园艺",3.7857911854841646,0.7983807930733084,很高,mengna@example.com,15060690994,西藏自治区荆门县六枝特陈路t座 764127
91,陆帅,男,44,教师,硕士,2022-08-29,"文学,艺术,科学技术","文学-现代文学,文学-诗歌,文学-戏剧,艺术,科学技术-天文,科学技术-医学",3.6428726465891748,0.6797232821514367,低,tao47@example.com,13485632816,台湾省秀珍县友好沈阳街z座 573161
92,刘英,女,19,学生,本科,2022-06-06,"科学技术,经管","科学技术,经管-创业,经管-市场营销",3.4101229099276225,0.6533060034395841,高,min27@example.com,13280549559,河南省通辽市南湖薛路s座 399919
93,尹桂花,女,28,研究人员,本科,2020-04-14,"人文社科,小说,经管","人文社科-心理学,人文社科-法律,人文社科-政治,小说-武侠,小说-爱情,经管",2.874282248511031,0.46228930762695575,低,tangna@example.net,15165562060,江苏省莹市长寿施街R座 387966
94,兰成,男,18,普通读者,大专,2022-06-25,"艺术,生活","艺术-设计,生活-家居,生活-旅行",3.5542357542680554,0.5342439157679266,中,chentao@example.com,14749686216,香港特别行政区阜新市城北姜路A座 451237
95,周倩,女,17,专业人士,初中,2023-03-19,生活,生活-烹饪,3.0066290191851954,0.717751660694131,很高,chaowen@example.org,13447067858,内蒙古自治区红梅县上街刘路J座 120815
96,鲁阳,男,7,普通读者,初中,2023-04-29,文学,"文学-诗歌,文学-戏剧,文学-散文",3.9545558253392126,0.5232430761988127,低,gang47@example.com,15247767404,河南省通辽县沈河刘街v座 455209
97,聂岩,男,32,研究人员,硕士,2022-09-30,小说,"小说-历史,小说-科幻",4.771192522742767,0.3387067582405897,高,leijin@example.net,18601560897,西藏自治区涛市丰都辽阳街e座 904512
98,柏英,女,21,学生,高中,2020-06-22,科学技术,"科学技术-数学,科学技术-生物",2.6841753707705234,0.20979637663305692,中,zhouchao@example.net,18635776458,甘肃省香港县高明荆门路q座 777122
99,叶玉兰,女,29,学生,初中,2022-06-09,"艺术,经管","艺术-音乐,艺术-建筑,艺术-绘画,经管-投资",3.125555397405688,0.22816594367104634,很高,mlong@example.net,15598442288,江西省超县高坪辛街f座 443298
100,祝云,女,16,专业人士,高中,2023-02-05,"小说,生活,文学","小说-武侠,小说-爱情,小说-奇幻,生活-育儿,生活-家居,生活-烹饪,文学",3.056431857856056,0.4223178805643938,高,caoyang@example.com,15388683291,福建省慧市清河淮安街m座 828385
101,黄丽,女,43,学生,大专,2022-06-17,"文学,生活","文学-外国文学,文学-现代文学,生活",3.227818862362378,0.4153576523964537,中,chaofeng@example.com,15333944879,广东省旭县崇文王街j座 315707
102,张强,男,37,学生,大专,2021-11-25,"文学,经管","文学,经管-金融",3.020336188904642,0.6244336851542522,高,zhufang@example.net,15388694968,天津市建国市秀英潮州街s座 292187
103,陈霞,女,25,研究人员,博士,2022-04-30,"小说,经管,生活","小说-武侠,小说-爱情,经管-金融,经管-创业,生活-烹饪,生活-园艺,生活-健康",2.52169052769869,0.46000905558376454,高,yanmin@example.org,13909755896,新疆维吾尔自治区军市门头沟李街u座 305147
104,赵芳,女,16,专业人士,高中,2021-05-05,"经管,文学","经管-商业,经管-管理,经管-投资,文学-戏剧,文学-散文,文学-诗歌",4.27544616565183,0.37396087093081976,高,jiangjie@example.com,13655146798,北京市天津市普陀柳州街h座 476047
105,张飞,男,7,普通读者,小学,2022-05-15,"艺术,文学,生活","艺术,文学-散文,文学-诗歌,文学-戏剧,生活-健康,生活-家居",3.1962416648876335,0.38275017254341204,低,lianggang@example.org,15887166461,黑龙江省合肥市秀英林路K座 429050
106,曾欣,女,34,教师,博士,2021-02-03,"生活,小说","生活-园艺,生活-育儿,小说-科幻",3.7143648329908885,0.6446601279767432,高,wuping@example.net,18093815671,新疆维吾尔自治区通辽县浔阳呼和浩特路S座 812692
107,张亮,男,23,专业人士,硕士,2022-09-29,"科学技术,文学,经管","科学技术,文学-戏剧,文学-古典文学,经管-创业,经管-商业,经管-市场营销",4.935026495413083,0.21046396092196107,高,xiulan09@example.org,15650580515,甘肃省想市沈北新李路l座 402737
108,刘华,男,19,学生,高中,2023-07-01,"文学,人文社科","文学-古典文学,人文社科-历史,人文社科-哲学,人文社科-教育",3.683746311966885,0.571449739417742,高,lixiang@example.org,18560126244,重庆市婷县江北关岭街I座 386802
109,刘倩,女,41,学生,本科,2021-07-01,"经管,人文社科","经管-金融,人文社科-法律,人文社科-社会学,人文社科-政治",4.1321074939731535,0.33345175935089644,高,nagao@example.com,14586129016,河南省沈阳县普陀通辽路y座 314831
110,叶强,男,17,普通读者,高中,2022-09-07,"小说,艺术,人文社科","小说-武侠,小说-恐怖,艺术-建筑,艺术-电影,人文社科-哲学,人文社科-教育,人文社科-心理学",3.1819665434953133,0.45074327186992164,低,ahuang@example.org,15587644066,湖北省建平市魏都邯郸街K座 729830
111,陈丽丽,女,38,研究人员,博士,2022-05-04,"艺术,小说","艺术,小说-爱情,小说-武侠,小说-恐怖",3.2360855956851444,0.5165379241365498,低,yinjie@example.net,13322705787,澳门特别行政区汕尾市西峰柳州路q座 600666
112,郑帆,男,31,专业人士,本科,2020-12-16,"艺术,科学技术","艺术-音乐,艺术-设计,艺术-绘画,科学技术-化学",4.586557438088072,0.3687295692652012,很高,guiyingfan@example.com,18990864796,辽宁省西宁市高港东莞街T座 957299
113,方小红,女,2,学生,小学,2020-05-01,"人文社科,经管,艺术","人文社科-心理学,经管,艺术",3.6989013122039056,0.995884277295978,中,yongsun@example.com,18577029483,海南省哈尔滨县静安惠州路l座 153105
114,吴成,男,1,学生,小学,2023-12-23,小说,"小说-奇幻,小说-青春,小说-历史",3.815882574860061,0.930356532209718,中,chao10@example.org,14792510412,北京市兰州市锡山成街t座 291055
115,李桂芳,女,10,普通读者,初中,2020-12-15,"科学技术,艺术","科学技术-物理,科学技术-计算机,科学技术-数学,艺术-音乐",3.220700308597588,0.5781851435857671,低,yong05@example.net,15081965466,浙江省哈尔滨县怀柔东莞路K座 541400
116,符桂芝,女,32,专业人士,大专,2021-03-27,文学,"文学-古典文学,文学-散文,文学-现代文学",3.7361199066138644,0.5272849766231306,中,plong@example.net,18124549485,湖北省娟市牧野嘉禾路B座 376711
117,蒋红霞,男,37,学生,本科,2022-03-02,"文学,艺术,生活","文学-古典文学,文学-外国文学,文学-现代文学,艺术-绘画,艺术-音乐,艺术-建筑,生活-烹饪",3.122137174846777,0.9771320675890787,中,ping28@example.org,13658669083,湖北省桂香县普陀胡路p座 326169
118,林敏,女,11,教师,小学,2023-09-22,小说,小说,3.930817819794791,0.7793975758483633,高,caoqiang@example.net,13917304958,福建省帅县梁平蒙路B座 700012
119,张淑珍,女,19,学生,高中,2023-09-25,"科学技术,人文社科","科学技术-生物,人文社科-心理学,人文社科-经济",2.303078470791351,0.4125169662584587,高,guguiying@example.com,13704662091,陕西省巢湖市普陀武汉路b座 372392
120,刘桂珍,女,26,专业人士,本科,2022-11-07,"小说,艺术","小说-青春,艺术-建筑,艺术-音乐",2.8901670814694667,0.4077209640001984,高,guiying74@example.com,15825649438,河南省敏县清河西宁街b座 615094
121,陈欢,男,38,学生,大专,2020-06-18,"生活,人文社科,经管","生活,人文社科-教育,人文社科-法律,经管",3.324675685263573,0.28991753756380223,高,houli@example.org,18798246360,江苏省健市华龙张街N座 723341
